From,To,Subject,Message,Day,Date & Time,url_count,Cleaned_Subject,Cleaned_Message,Combined_Text,Qwen2.5_Category
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,this project is entering phase 2,Tuesday,8/17/2022 20:12,0,project kickoff,project enter phase,project kickoff project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,attached is the new project timeline,Wednesday,10/27/2022 2:05,0,strategy meeting,attach new project timeline,strategy meeting attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,this project is entering phase 2,Wednesday,11/13/2022 17:52,2,milestone update,project enter phase,milestone update project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,this project is entering phase 2,Thursday,2/5/2022 17:30,2,strategy meeting,project enter phase,strategy meeting project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,let’s discuss the next strategic steps,Friday,7/3/2022 21:11,2,milestone update,let discuss strategic step,milestone update let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,this project is entering phase 2,Wednesday,12/9/2022 15:02,2,milestone update,project enter phase,milestone update project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,let’s discuss the next strategic steps,Wednesday,10/28/2022 17:30,2,project kickoff,let discuss strategic step,project kickoff let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,attached is the new project timeline,Friday,12/7/2022 17:34,2,project kickoff,attach new project timeline,project kickoff attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,attached is the new project timeline,Tuesday,9/27/2022 19:39,0,milestone update,attach new project timeline,milestone update attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,let’s discuss the next strategic steps,Monday,11/14/2022 11:56,0,project kickoff,let discuss strategic step,project kickoff let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,this project is entering phase 2,Monday,4/27/2022 5:11,1,project kickoff,project enter phase,project kickoff project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,attached is the new project timeline,Friday,10/1/2022 14:18,0,project kickoff,attach new project timeline,project kickoff attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,let’s discuss the next strategic steps,Monday,6/9/2022 22:45,0,milestone update,let discuss strategic step,milestone update let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,this project is entering phase 2,Friday,12/4/2022 17:07,1,project kickoff,project enter phase,project kickoff project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,this project is entering phase 2,Thursday,1/27/2022 13:09,0,project kickoff,project enter phase,project kickoff project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,let’s discuss the next strategic steps,Wednesday,11/7/2022 12:03,0,project kickoff,let discuss strategic step,project kickoff let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,attached is the new project timeline,Monday,10/28/2022 22:47,1,milestone update,attach new project timeline,milestone update attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,attached is the new project timeline,Tuesday,2/19/2022 18:09,0,project kickoff,attach new project timeline,project kickoff attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,this project is entering phase 2,Monday,5/21/2022 4:25,0,project kickoff,project enter phase,project kickoff project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,let’s discuss the next strategic steps,Wednesday,8/23/2022 20:11,2,project kickoff,let discuss strategic step,project kickoff let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,this project is entering phase 2,Wednesday,12/29/2022 23:01,2,milestone update,project enter phase,milestone update project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,let’s discuss the next strategic steps,Wednesday,11/29/2022 21:25,1,strategy meeting,let discuss strategic step,strategy meeting let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,let’s discuss the next strategic steps,Wednesday,9/22/2022 5:29,0,strategy meeting,let discuss strategic step,strategy meeting let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,let’s discuss the next strategic steps,Wednesday,7/5/2022 14:45,0,milestone update,let discuss strategic step,milestone update let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,let’s discuss the next strategic steps,Thursday,10/5/2022 6:52,0,strategy meeting,let discuss strategic step,strategy meeting let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,let’s discuss the next strategic steps,Wednesday,2/27/2022 0:43,1,project kickoff,let discuss strategic step,project kickoff let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,let’s discuss the next strategic steps,Wednesday,5/10/2022 22:41,0,strategy meeting,let discuss strategic step,strategy meeting let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,let’s discuss the next strategic steps,Thursday,12/13/2022 20:04,0,milestone update,let discuss strategic step,milestone update let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,this project is entering phase 2,Thursday,3/11/2022 22:39,1,milestone update,project enter phase,milestone update project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,attached is the new project timeline,Tuesday,9/11/2022 7:01,1,milestone update,attach new project timeline,milestone update attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,let’s discuss the next strategic steps,Monday,7/26/2022 3:22,2,strategy meeting,let discuss strategic step,strategy meeting let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,this project is entering phase 2,Thursday,5/19/2022 4:02,1,strategy meeting,project enter phase,strategy meeting project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,let’s discuss the next strategic steps,Friday,6/3/2022 17:49,2,milestone update,let discuss strategic step,milestone update let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,attached is the new project timeline,Monday,9/5/2022 22:52,0,strategy meeting,attach new project timeline,strategy meeting attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,attached is the new project timeline,Thursday,1/27/2022 5:06,0,project kickoff,attach new project timeline,project kickoff attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,attached is the new project timeline,Wednesday,8/22/2022 15:07,0,strategy meeting,attach new project timeline,strategy meeting attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,let’s discuss the next strategic steps,Thursday,3/22/2022 20:23,2,strategy meeting,let discuss strategic step,strategy meeting let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,attached is the new project timeline,Monday,9/12/2022 19:34,2,project kickoff,attach new project timeline,project kickoff attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,this project is entering phase 2,Wednesday,12/6/2022 1:54,0,strategy meeting,project enter phase,strategy meeting project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,let’s discuss the next strategic steps,Tuesday,11/12/2022 14:48,2,project kickoff,let discuss strategic step,project kickoff let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,let’s discuss the next strategic steps,Monday,11/24/2022 0:47,1,milestone update,let discuss strategic step,milestone update let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,this project is entering phase 2,Thursday,9/4/2022 22:16,0,milestone update,project enter phase,milestone update project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,this project is entering phase 2,Thursday,3/19/2022 1:05,1,strategy meeting,project enter phase,strategy meeting project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,let’s discuss the next strategic steps,Thursday,3/31/2022 12:10,1,milestone update,let discuss strategic step,milestone update let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,attached is the new project timeline,Tuesday,4/1/2022 15:18,1,milestone update,attach new project timeline,milestone update attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,attached is the new project timeline,Tuesday,3/8/2022 7:52,2,milestone update,attach new project timeline,milestone update attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,let’s discuss the next strategic steps,Monday,4/6/2022 18:49,1,project kickoff,let discuss strategic step,project kickoff let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,attached is the new project timeline,Tuesday,3/19/2022 15:59,2,project kickoff,attach new project timeline,project kickoff attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,attached is the new project timeline,Wednesday,11/15/2022 11:22,0,project kickoff,attach new project timeline,project kickoff attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,let’s discuss the next strategic steps,Friday,5/12/2022 3:10,2,milestone update,let discuss strategic step,milestone update let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,this project is entering phase 2,Wednesday,8/6/2022 20:21,0,strategy meeting,project enter phase,strategy meeting project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,attached is the new project timeline,Friday,4/3/2022 9:05,1,project kickoff,attach new project timeline,project kickoff attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,this project is entering phase 2,Monday,9/6/2022 10:57,0,milestone update,project enter phase,milestone update project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,let’s discuss the next strategic steps,Thursday,1/17/2022 15:05,2,milestone update,let discuss strategic step,milestone update let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,let’s discuss the next strategic steps,Thursday,3/19/2022 0:45,1,project kickoff,let discuss strategic step,project kickoff let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,this project is entering phase 2,Thursday,9/29/2022 3:27,1,project kickoff,project enter phase,project kickoff project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,attached is the new project timeline,Thursday,12/12/2022 12:39,1,strategy meeting,attach new project timeline,strategy meeting attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,attached is the new project timeline,Thursday,3/27/2022 4:03,2,project kickoff,attach new project timeline,project kickoff attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,attached is the new project timeline,Thursday,4/1/2022 15:06,0,strategy meeting,attach new project timeline,strategy meeting attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,this project is entering phase 2,Thursday,7/13/2022 3:27,1,project kickoff,project enter phase,project kickoff project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,this project is entering phase 2,Thursday,10/16/2022 2:51,1,strategy meeting,project enter phase,strategy meeting project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,let’s discuss the next strategic steps,Thursday,5/31/2022 13:10,2,milestone update,let discuss strategic step,milestone update let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,this project is entering phase 2,Thursday,12/19/2022 6:57,0,project kickoff,project enter phase,project kickoff project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,attached is the new project timeline,Tuesday,11/15/2022 16:13,1,project kickoff,attach new project timeline,project kickoff attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,attached is the new project timeline,Wednesday,12/18/2022 15:33,1,project kickoff,attach new project timeline,project kickoff attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,this project is entering phase 2,Monday,11/14/2022 11:41,2,strategy meeting,project enter phase,strategy meeting project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,let’s discuss the next strategic steps,Monday,9/27/2022 10:53,0,strategy meeting,let discuss strategic step,strategy meeting let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,attached is the new project timeline,Friday,5/29/2022 19:00,2,project kickoff,attach new project timeline,project kickoff attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,let’s discuss the next strategic steps,Thursday,4/8/2022 13:01,0,project kickoff,let discuss strategic step,project kickoff let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,this project is entering phase 2,Wednesday,1/10/2022 18:27,0,strategy meeting,project enter phase,strategy meeting project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,let’s discuss the next strategic steps,Thursday,8/1/2022 16:06,1,project kickoff,let discuss strategic step,project kickoff let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,let’s discuss the next strategic steps,Thursday,5/28/2022 18:39,1,strategy meeting,let discuss strategic step,strategy meeting let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,attached is the new project timeline,Thursday,10/25/2022 5:06,1,strategy meeting,attach new project timeline,strategy meeting attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,attached is the new project timeline,Friday,4/18/2022 19:29,0,strategy meeting,attach new project timeline,strategy meeting attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,let’s discuss the next strategic steps,Tuesday,3/18/2022 21:09,0,strategy meeting,let discuss strategic step,strategy meeting let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,this project is entering phase 2,Tuesday,8/25/2022 19:22,0,project kickoff,project enter phase,project kickoff project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,let’s discuss the next strategic steps,Friday,11/7/2022 17:14,2,strategy meeting,let discuss strategic step,strategy meeting let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,attached is the new project timeline,Friday,5/6/2022 17:49,1,strategy meeting,attach new project timeline,strategy meeting attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,this project is entering phase 2,Friday,10/21/2022 18:03,1,milestone update,project enter phase,milestone update project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,attached is the new project timeline,Wednesday,3/11/2022 19:47,1,milestone update,attach new project timeline,milestone update attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,let’s discuss the next strategic steps,Monday,9/14/2022 2:17,2,milestone update,let discuss strategic step,milestone update let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,let’s discuss the next strategic steps,Friday,1/21/2022 13:56,2,strategy meeting,let discuss strategic step,strategy meeting let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,let’s discuss the next strategic steps,Wednesday,11/9/2022 23:22,1,strategy meeting,let discuss strategic step,strategy meeting let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,let’s discuss the next strategic steps,Tuesday,7/26/2022 18:44,2,project kickoff,let discuss strategic step,project kickoff let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,let’s discuss the next strategic steps,Friday,12/30/2022 21:02,0,strategy meeting,let discuss strategic step,strategy meeting let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,attached is the new project timeline,Monday,2/22/2022 4:49,0,strategy meeting,attach new project timeline,strategy meeting attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,attached is the new project timeline,Tuesday,7/14/2022 6:22,2,milestone update,attach new project timeline,milestone update attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,let’s discuss the next strategic steps,Tuesday,4/2/2022 6:12,0,milestone update,let discuss strategic step,milestone update let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,let’s discuss the next strategic steps,Friday,10/2/2022 6:36,1,milestone update,let discuss strategic step,milestone update let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,this project is entering phase 2,Wednesday,3/16/2022 10:24,1,project kickoff,project enter phase,project kickoff project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,this project is entering phase 2,Monday,10/30/2022 13:06,0,project kickoff,project enter phase,project kickoff project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,attached is the new project timeline,Wednesday,2/23/2022 18:42,1,project kickoff,attach new project timeline,project kickoff attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,let’s discuss the next strategic steps,Tuesday,11/28/2022 18:34,2,strategy meeting,let discuss strategic step,strategy meeting let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,this project is entering phase 2,Thursday,10/2/2022 2:36,2,strategy meeting,project enter phase,strategy meeting project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,this project is entering phase 2,Friday,8/5/2022 6:21,1,project kickoff,project enter phase,project kickoff project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,let’s discuss the next strategic steps,Monday,1/6/2022 23:30,2,strategy meeting,let discuss strategic step,strategy meeting let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,let’s discuss the next strategic steps,Friday,2/23/2022 10:59,0,project kickoff,let discuss strategic step,project kickoff let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,attached is the new project timeline,Wednesday,10/26/2022 8:13,2,project kickoff,attach new project timeline,project kickoff attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,attached is the new project timeline,Tuesday,7/6/2022 2:44,2,strategy meeting,attach new project timeline,strategy meeting attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,attached is the new project timeline,Tuesday,1/23/2022 17:34,2,project kickoff,attach new project timeline,project kickoff attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,attached is the new project timeline,Thursday,3/26/2022 6:59,0,strategy meeting,attach new project timeline,strategy meeting attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,attached is the new project timeline,Tuesday,12/4/2022 14:36,2,milestone update,attach new project timeline,milestone update attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,this project is entering phase 2,Tuesday,7/4/2022 4:23,1,milestone update,project enter phase,milestone update project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,this project is entering phase 2,Wednesday,7/20/2022 20:36,0,milestone update,project enter phase,milestone update project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,this project is entering phase 2,Friday,2/10/2022 10:25,0,project kickoff,project enter phase,project kickoff project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,this project is entering phase 2,Wednesday,5/19/2022 3:43,2,project kickoff,project enter phase,project kickoff project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,attached is the new project timeline,Friday,11/6/2022 10:37,0,project kickoff,attach new project timeline,project kickoff attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,this project is entering phase 2,Monday,11/26/2022 20:38,1,milestone update,project enter phase,milestone update project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,attached is the new project timeline,Tuesday,12/15/2022 12:07,0,strategy meeting,attach new project timeline,strategy meeting attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,this project is entering phase 2,Wednesday,6/12/2022 21:03,0,milestone update,project enter phase,milestone update project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,let’s discuss the next strategic steps,Monday,10/24/2022 20:57,2,milestone update,let discuss strategic step,milestone update let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,attached is the new project timeline,Friday,5/26/2022 20:03,2,project kickoff,attach new project timeline,project kickoff attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,this project is entering phase 2,Monday,3/16/2022 11:58,1,strategy meeting,project enter phase,strategy meeting project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,let’s discuss the next strategic steps,Tuesday,1/9/2022 11:41,2,milestone update,let discuss strategic step,milestone update let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,this project is entering phase 2,Wednesday,8/2/2022 22:13,0,project kickoff,project enter phase,project kickoff project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,this project is entering phase 2,Thursday,9/22/2022 14:08,1,milestone update,project enter phase,milestone update project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,attached is the new project timeline,Thursday,10/24/2022 17:38,2,project kickoff,attach new project timeline,project kickoff attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,let’s discuss the next strategic steps,Thursday,8/31/2022 12:41,2,strategy meeting,let discuss strategic step,strategy meeting let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,attached is the new project timeline,Tuesday,10/25/2022 0:49,2,project kickoff,attach new project timeline,project kickoff attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,this project is entering phase 2,Tuesday,5/5/2022 22:05,1,project kickoff,project enter phase,project kickoff project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,attached is the new project timeline,Friday,2/26/2022 0:52,1,strategy meeting,attach new project timeline,strategy meeting attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,attached is the new project timeline,Thursday,8/15/2022 16:33,1,strategy meeting,attach new project timeline,strategy meeting attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,this project is entering phase 2,Thursday,4/12/2022 11:08,2,strategy meeting,project enter phase,strategy meeting project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,this project is entering phase 2,Friday,10/12/2022 2:03,0,strategy meeting,project enter phase,strategy meeting project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,let’s discuss the next strategic steps,Wednesday,5/10/2022 22:07,2,strategy meeting,let discuss strategic step,strategy meeting let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,attached is the new project timeline,Tuesday,10/20/2022 18:53,0,strategy meeting,attach new project timeline,strategy meeting attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,let’s discuss the next strategic steps,Friday,10/3/2022 19:40,1,project kickoff,let discuss strategic step,project kickoff let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,this project is entering phase 2,Tuesday,9/9/2022 6:19,1,milestone update,project enter phase,milestone update project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,attached is the new project timeline,Friday,5/11/2022 18:09,2,milestone update,attach new project timeline,milestone update attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,let’s discuss the next strategic steps,Thursday,12/1/2022 17:17,0,strategy meeting,let discuss strategic step,strategy meeting let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,let’s discuss the next strategic steps,Monday,3/8/2022 1:28,0,project kickoff,let discuss strategic step,project kickoff let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,attached is the new project timeline,Wednesday,2/6/2022 17:32,2,strategy meeting,attach new project timeline,strategy meeting attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,let’s discuss the next strategic steps,Friday,12/6/2022 11:35,2,milestone update,let discuss strategic step,milestone update let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,let’s discuss the next strategic steps,Friday,11/25/2022 13:06,2,milestone update,let discuss strategic step,milestone update let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,this project is entering phase 2,Friday,10/17/2022 23:35,0,project kickoff,project enter phase,project kickoff project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,attached is the new project timeline,Thursday,8/1/2022 23:51,0,strategy meeting,attach new project timeline,strategy meeting attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,project kickoff,attached is the new project timeline,Wednesday,11/14/2022 6:20,0,project kickoff,attach new project timeline,project kickoff attach new project timeline,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,let’s discuss the next strategic steps,Wednesday,3/13/2022 1:43,0,milestone update,let discuss strategic step,milestone update let discuss strategic step,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,milestone update,this project is entering phase 2,Tuesday,4/24/2022 6:18,0,milestone update,project enter phase,milestone update project enter phase,Project Management & Strategy
project_management_&_strategy@fyp-ai.com,employee@enron.com,strategy meeting,this project is entering phase 2,Tuesday,2/26/2022 18:30,1,strategy meeting,project enter phase,strategy meeting project enter phase,Project Management & Strategy
